URL,id,openDoarId,name,email,uri,homepageUrl,source,software,metadataFormat,createdDate,location,logo,type,stats,contains_software_set,Num_sw_records,Error,Manual_Num_sw_records,Category,Notes
journals.gre.ac.uk/index.php/index/oai,14685.0,,University of Greenwich Journals and Working Papers,,,https://journals.gre.ac.uk,,OJS,oai_dc,2019-09-30T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/14685/logo,JOURNAL,,No,0.0,No error,,,
pure.hud.ac.uk/ws/oai,14815.0,4745.0,Huddersfield Research Portal,,,,,,oai_dc,2019-11-25T15:27:54+00:00,"{'countryCode': 'gb', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/14815/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
writtle.repository.guildhe.ac.uk/cgi/oai2,15091.0,,Writtle University College Repository,,,https://writtle.repository.guildhe.ac.uk,,Eprints,oai_dc,2020-03-10T14:49:37+00:00,"{'countryCode': 'GB', 'latitude': 51.736605, 'longitude': 0.427964}",https://api.core.ac.uk/data-providers/15091/logo,REPOSITORY,,No,0.0,No error,,,
bura.brunel.ac.uk/oai/request,14.0,,Brunel University Research Archive,bura@brunel.ac.uk,,https://bura.brunel.ac.uk,,dspace,oai_dc,2011-05-11T14:18:01+01:00,"{'countryCode': 'GB', 'latitude': 51.5324044, 'longitude': -0.4729931}",https://api.core.ac.uk/data-providers/14/logo,REPOSITORY,,No,0.0,No error,,,
chesterrep.openrepository.com/oai/request,19.0,,ChesterRep,chesterrep@chester.ac.uk,,https://chesterrep.openrepository.com,,dspace,oai_dc,2011-05-11T14:48:05+01:00,"{'countryCode': 'gb', 'latitude': 39.768, 'longitude': -104.873}",https://api.core.ac.uk/data-providers/19/logo,REPOSITORY,,No,0.0,No error,,,
www.cl.cam.ac.uk/techreports/UCAM-CL-TR-OAI-SR.xml,22.0,,Computer Laboratory Technical Reports - Cambridge University,,,http://www.cl.cam.ac.uk,,,oai_dc,2011-05-12T18:49:46+01:00,"{'countryCode': 'GB', 'latitude': 52.208, 'longitude': 0.122374}",https://api.core.ac.uk/data-providers/22/logo,REPOSITORY,,No,0.0,No error,,,
cronfa.swan.ac.uk/OAI/Server,24.0,1590.0,Cronfa at Swansea University,iss-research@swansea.ac.uk,,https://cronfa.swan.ac.uk,,dspace,oai_dc,2011-05-12T20:43:57+01:00,"{'countryCode': 'GB', 'latitude': 51.608, 'longitude': -4.0628}",https://api.core.ac.uk/data-providers/24/logo,REPOSITORY,,No,50407.0,No error,,,
www.dora.dmu.ac.uk/oai/request,25.0,,De Montfort University Open Research Archive,acope@dmu.ac.uk,,https://www.dora.dmu.ac.uk,,dspace,oai_dc,2011-05-13T09:01:29+01:00,"{'countryCode': 'gb', 'latitude': 52.6318, 'longitude': -1.1394}",https://api.core.ac.uk/data-providers/25/logo,REPOSITORY,,No sets,0.0,BadVerbError,0.0,No direct software search capability,No software search item
theses.gla.ac.uk/cgi/oai2,48.0,1275.0,Glasgow Theses Service,William.Nixon@glasgow.ac.uk,,http://theses.gla.ac.uk,,eprints,oai_dc,2011-07-22T14:20:22+01:00,"{'countryCode': 'GB', 'latitude': 55.87329, 'longitude': -4.2889}",https://api.core.ac.uk/data-providers/48/logo,REPOSITORY,,No,0.0,BadVerbError,0.0,Not a standard research output repo,Glasgow theses
theses.gla.ac.uk/cgi/oai2,48.0,1275.0,Glasgow Theses Service,William.Nixon@glasgow.ac.uk,,http://theses.gla.ac.uk,,eprints,oai_dc,2011-07-22T14:20:22+01:00,"{'countryCode': 'GB', 'latitude': 55.87329, 'longitude': -4.2889}",https://api.core.ac.uk/data-providers/48/logo,REPOSITORY,,No,0.0,BadVerbError,0.0,Not a standard research output repo,Glasgow theses
languagebox.ac.uk/cgi/oai2,60.0,1518.0,Language Box,,,http://languagebox.ac.uk,,eprints,oai_dc,2011-06-01T10:33:34+01:00,"{'countryCode': 'GB', 'latitude': 50.9342, 'longitude': -1.3957}",https://api.core.ac.uk/data-providers/60/logo,REPOSITORY,,No,0.0,No error,,,
nora.nerc.ac.uk/cgi/oai2,79.0,1002.0,NERC Open Research Archive,,,http://nora.nerc.ac.uk,,eprints,oai_dc,2011-05-15T13:23:10+01:00,"{'countryCode': 'GB', 'latitude': 51.56689, 'longitude': -1.78453}",https://api.core.ac.uk/data-providers/79/logo,REPOSITORY,,No,0.0,BadVerbError,,,
rgu-repository.worktribe.com/oaiprovider,84.0,,Open Access Institutional Repository at Robert Gordon University,,,rgu-repository.worktribe.com,,worktribe,oai_dc,2011-05-27T19:18:11+01:00,"{'countryCode': 'GB', 'latitude': 57.1333, 'longitude': -2.1}",https://api.core.ac.uk/data-providers/84/logo,REPOSITORY,,No,0.0,404 error,,,
napier-surface.worktribe.com/oaiprovider,92.0,1334.0,Repository@Napier,repository@napier.ac.uk,,https://napier-surface.worktribe.com,,worktribe,rioxx,2011-07-07T16:11:00+01:00,"{'countryCode': 'GB', 'latitude': 55.9335, 'longitude': -3.2125}",https://api.core.ac.uk/data-providers/92/logo,REPOSITORY,,No sets,0.0,BadVerbError,0.0,No direct software search capability,No software search item
repository.royalholloway.ac.uk/p/oai,98.0,279.0,Royal Holloway Research Online,rhro@rhul.ac.uk,,https://repository.royalholloway.ac.uk,,,oai_dc,2011-05-18T15:56:46+01:00,"{'countryCode': 'GB', 'latitude': 51.426, 'longitude': -0.5635}",https://api.core.ac.uk/data-providers/98/logo,REPOSITORY,,,,,,,
sas-space.sas.ac.uk/cgi/oai2,99.0,907.0,SAS-SPACE,,,http://sas-space.sas.ac.uk,,eprints,rioxx,2011-07-07T16:11:01+01:00,"{'countryCode': 'GB', 'latitude': 51.521, 'longitude': -0.12782}",https://api.core.ac.uk/data-providers/99/logo,REPOSITORY,,No,0.0,No error,,,
spiral.imperial.ac.uk/dspace-oai/request,105.0,1032.0,Spiral - Imperial College Digital Repository,j.murtagh@imperial.ac.uk,,http://spiral.imperial.ac.uk,,dspace,oai_dc,2011-05-14T10:46:34+01:00,"{'countryCode': 'GB', 'latitude': 51.488, 'longitude': -0.172}",https://api.core.ac.uk/data-providers/105/logo,REPOSITORY,,No,0.0,BadVerbError,286.0,Contains software,Manual search for type contains ‘software’
epubs.surrey.ac.uk/cgi/oai2,108.0,305.0,Surrey Research Insight,openresearch@surrey.ac.uk,,http://epubs.surrey.ac.uk,,eprints,oai_dc,2011-07-07T16:11:07+01:00,"{'countryCode': 'GB', 'latitude': 51.242, 'longitude': -0.587}",https://api.core.ac.uk/data-providers/108/logo,REPOSITORY,,No sets,0.0,OAI XML Syntax error,,,
repository.uwtsd.ac.uk/cgi/oai2,110.0,1627.0,University of Wales Trinity Saint David,anne.harvey@sm.uwtsd.ac.uk,,http://repository.uwtsd.ac.uk,,dspace,oai_dc,2011-05-14T10:36:07+01:00,"{'countryCode': 'GB', 'latitude': 51.6144, 'longitude': -3.8727}",https://api.core.ac.uk/data-providers/110/logo,REPOSITORY,,No,0.0,No error,,,
ualresearchonline.arts.ac.uk/cgi/oai2,116.0,1673.0,UAL Research Online,ualresearchonline@arts.ac.uk,,http://ualresearchonline.arts.ac.uk,,eprints,oai_dc,2011-07-07T16:12:10+01:00,"{'countryCode': 'GB', 'latitude': 51.5002, 'longitude': -0.1262}",https://api.core.ac.uk/data-providers/116/logo,REPOSITORY,,No,0.0,BadVerbError,0.0,No direct software search capability,No software search item
epapers.bham.ac.uk/cgi/oai2,119.0,1126.0,"University of Birmingham Research Archive, E-papers Repository",S.Atkins.1@bham.ac.uk,,http://epapers.bham.ac.uk,,eprints,oai_dc,2011-07-07T16:12:11+01:00,"{'countryCode': 'GB', 'latitude': 52.44899, 'longitude': -1.93085}",https://api.core.ac.uk/data-providers/119/logo,REPOSITORY,,No,0.0,No error,,,
discovery.dundee.ac.uk/ws/oai,123.0,1775.0,University of Dundee Online Publications,discovery@dundee.ac.uk,,http://discovery.dundee.ac.uk,,dspace,oai_dc,2011-07-07T16:13:07+01:00,"{'countryCode': 'GB', 'latitude': 56.4583, 'longitude': -2.9809}",https://api.core.ac.uk/data-providers/123/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
eprints.hud.ac.uk/cgi/oai2,126.0,1012.0,University of Huddersfield Repository,E.mailbox@hud.ac.uk,,http://eprints.hud.ac.uk,,eprints,rioxx,2011-07-05T18:53:03+01:00,"{'countryCode': 'GB', 'latitude': 53.6439, 'longitude': -1.7784}",https://api.core.ac.uk/data-providers/126/logo,REPOSITORY,,No,0.0,No error,,,
livrepository.liverpool.ac.uk/cgi/oai2,129.0,1292.0,University of Liverpool Repository,openaccess@liverpool.ac.uk,,https://livrepository.liverpool.ac.uk,,eprints,rioxx,2011-07-07T16:15:29+01:00,"{'countryCode': 'GB', 'latitude': 53.40982, 'longitude': -2.96949}",https://api.core.ac.uk/data-providers/129/logo,REPOSITORY,,Yes,18.0,No error,,,
usir.salford.ac.uk/cgi/oai2,130.0,991.0,University of Salford Institutional Repository,usir@salford.ac.uk,,http://usir.salford.ac.uk,,eprints,rioxx,2011-07-07T16:32:41+01:00,"{'countryCode': 'GB', 'latitude': 53.4871, 'longitude': -2.2736}",https://api.core.ac.uk/data-providers/130/logo,REPOSITORY,,No,0.0,No error,,,
research.edgehill.ac.uk/ws/oai,166.0,2173.0,Edge Hill University Research Information Repository,REFcompliance@edgehill.ac.uk,,https://repository.edgehill.ac.uk,,Pure,oai_dc,2012-06-08T17:02:35+01:00,"{'countryCode': 'GB', 'latitude': 53.5599, 'longitude': -2.8734}",https://api.core.ac.uk/data-providers/166/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
researchonline.gcu.ac.uk/ws/oai,172.0,2095.0,ResearchOnline@GCU,librarysystems@gcu.ac.uk,,http://researchonline.gcu.ac.uk,,Pure,oai_dc,2012-06-11T08:53:35+01:00,"{'countryCode': 'GB', 'latitude': 55, 'longitude': -4}",https://api.core.ac.uk/data-providers/172/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
openaccess.sgul.ac.uk/cgi/oai2,253.0,2556.0,St George's Online Research Archive,sora@sgul.ac.uk,,http://openaccess.sgul.ac.uk,,eprints,rioxx,2012-10-09T14:04:21+01:00,"{'countryCode': 'GB', 'latitude': 51.4279, 'longitude': -0.1759}",https://api.core.ac.uk/data-providers/253/logo,REPOSITORY,,Yes,0.0,BadVerbError,0.0,Does not contain software,"Software type, but 0 records"
pearl.plymouth.ac.uk/oai/request,295.0,2687.0,Plymouth Electronic Archive and Research Library,openresearch@plymouth.ac.uk,,http://pearl.plymouth.ac.uk,,,oai_dc,2013-06-27T12:52:22+01:00,"{'countryCode': 'GB', 'latitude': 50.3705, 'longitude': -4.1398}",https://api.core.ac.uk/data-providers/295/logo,REPOSITORY,,No,0.0,No error,,,
eprints.chi.ac.uk/cgi/oai2/,356.0,2701.0,University of Chichester EPrints Repository,eprint@chi.ac.uk,,http://eprints.chi.ac.uk,,eprints,rioxx,2013-07-10T13:02:25+01:00,"{'countryCode': 'GB', 'latitude': 50.8443, 'longitude': -0.7744}",https://api.core.ac.uk/data-providers/356/logo,REPOSITORY,,No sets,0.0,BadVerbError,0.0,No direct software search capability,No software search item
ota.bodleian.ox.ac.uk/repository/oai/request,618.0,2807.0,Oxford Text Archive,,,https://ota.bodleian.ox.ac.uk/repository/xmlui/,,dspace,oai_dc,2013-11-19T12:58:00+00:00,"{'countryCode': 'GB', 'latitude': 51.7466, 'longitude': -1.2709}",https://api.core.ac.uk/data-providers/618/logo,REPOSITORY,,No,0.0,No error,,,
kclpure.kcl.ac.uk/ws/oai,635.0,2761.0,King's Research Portal,openaccess@kcl.ac.uk,,https://kclpure.kcl.ac.uk,,,oai_dc,2014-09-20T11:00:02+01:00,"{'countryCode': 'GB', 'latitude': 51.51073, 'longitude': -0.11691}",https://api.core.ac.uk/data-providers/635/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
eprints.esc.cam.ac.uk/cgi/oai2,684.0,3280.0,ESC Publications - Cambridge Univesity,,,http://eprints.esc.cam.ac.uk,,,rioxx,2015-08-17T17:13:26+01:00,"{'countryCode': 'GB', 'latitude': 52.204266, 'longitude': 0.1149084}",https://api.core.ac.uk/data-providers/684/logo,REPOSITORY,,No,0.0,No error,,,
researchonline.rvc.ac.uk/cgi/oai2,915.0,3495.0,RVC Research Online,publicationsrepos@rvc.ac.uk,,https://researchonline.rvc.ac.uk,,eprints,rioxx,2016-05-26T17:07:13+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/915/logo,REPOSITORY,,No,0.0,No error,,,
bgro.repository.guildhe.ac.uk/cgi/oai2,1052.0,3650.0,BG Research Online, rachel.stewart@bishopg.ac.uk,,https://bgro.repository.guildhe.ac.uk,,eprints,rioxx,2016-10-28T11:02:58+01:00,"{'countryCode': 'GB', 'latitude': 53.24382259999999, 'longitude': -0.5364247}",https://api.core.ac.uk/data-providers/1052/logo,REPOSITORY,,No,0.0,No error,,,
lbsresearch.london.edu/cgi/oai2,1054.0,3652.0,LBS Research Online,openaccess@london.edu,,http://lbsresearch.london.edu,,eprints,rioxx,2016-10-28T11:03:28+01:00,"{'countryCode': 'GB', 'latitude': 51.5281, 'longitude': -0.1614}",https://api.core.ac.uk/data-providers/1054/logo,REPOSITORY,,No,0.0,No error,,,
oai.ukdataservice.ac.uk/oai/provider,1055.0,3708.0,UK Data Service ReShare,,,http://oai.ukdataservice.ac.uk,,,oai_dc,2016-10-28T11:03:54+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/1055/logo,REPOSITORY,,,,,,,
eprints.agentlink.org/perl/oai2,2813.0,,AgentLink.org | EPrints | AgentLink Publications Clearinghouse,,,http://eprints.agentlink.org,,,oai_dc,2017-08-31T15:53:31+01:00,"{'countryCode': 'gb', 'latitude': 50.9, 'longitude': -1.4}",https://api.core.ac.uk/data-providers/2813/logo,REPOSITORY,,,,,,,
cogprints.ecs.soton.ac.uk/perl/oai2,2890.0,,CogPrints Cognitive Sciences Eprint Archive,,,http://cogprints.ecs.soton.ac.uk,,,oai_dc,2017-08-31T15:53:53+01:00,"{'countryCode': 'gb', 'latitude': 50.9, 'longitude': -1.4}",https://api.core.ac.uk/data-providers/2890/logo,REPOSITORY,,,,,,,
pure.ulster.ac.uk/ws/oai,3274.0,1962.0,Ulster University's Research Portal,,,http://uir.ulster.ac.uk,,,oai_dc,2017-08-31T15:54:56+01:00,"{'countryCode': 'gb', 'latitude': 53.385, 'longitude': -6.5936}",https://api.core.ac.uk/data-providers/3274/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
eprints.adastral.ucl.ac.uk/cgi/oai2,5424.0,981.0,UCL Adastral Park Repository,,,,,,oai_dc,2019-04-18T11:14:30+01:00,"{'countryCode': 'GB', 'latitude': 51.5248, 'longitude': -0.1334}",https://api.core.ac.uk/data-providers/5424/logo,REPOSITORY,,,,,,,
www.northumbriajournals.co.uk/index.php/index/oai,12035.0,,Northumbria Journals,,,http://www.northumbriajournals.co.uk,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/12035/logo,JOURNAL,,No,0.0,BadVerbError,,,
joherd.com/journals/index.php/JoHESSM/oai,12284.0,,Journal of Higher Education Service Science and Management (JoHESSM),,,https://joherd.com,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/12284/logo,JOURNAL,,,,,,,
journal.radicallibrarianship.org/index.php/journal/oai,12662.0,,Journal of Radical Librarianship,,,https://journal.radicallibrarianship.org,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/12662/logo,JOURNAL,,,,,,,
journals.whitingbirch.net/index.php/index/oai,13027.0,,Whiting & Birch (E-Journals),,,https://journals.whitingbirch.net,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/13027/logo,JOURNAL,,,,,,,
www.performancephilosophy.org/index.php/index/oai,13404.0,,Performance Philosophy (E-Journal),,,http://www.performancephilosophy.org,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/13404/logo,JOURNAL,,,,,,,
www.journals.lapub.co.uk/index.php/index/oai,13725.0,,London Academic Publishing Ltd.: Arts & Humanities Journals,,,https://www.journals.lapub.co.uk,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/13725/logo,JOURNAL,,,,,,,
lau.collections.crest.ac.uk/cgi/oai2,13809.0,,Leeds Arts University Repository (CREST),,,https://lau.collections.crest.ac.uk,,Eprints 3,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': 53.808845, 'longitude': -1.551577}",https://api.core.ac.uk/data-providers/13809/logo,REPOSITORY,,No sets,0.0,BadVerbError,0.0,No direct software search capability,No software search item
ojs.lboro.ac.uk/index/oai,13894.0,,Loughborough University Library: Open Journals,,,https://ojs.lboro.ac.uk,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/13894/logo,JOURNAL,,No,0.0,No error,,,
researchdata.gla.ac.uk/cgi/oai2,14433.0,,Enlighten: Research Data (University of Glasgow),,,http://researchdata.gla.ac.uk,,Eprints 3,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/14433/logo,REPOSITORY,,No,0.0,BadVerbError,117.0,Contains software,Search types for ‘software’ and ‘code’
researchdata.essex.ac.uk/cgi/oai2,14455.0,,Research data at Essex (University of Essex),,,http://researchdata.essex.ac.uk,,Eprints 3,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': 51.877726, 'longitude': 0.947207}",https://api.core.ac.uk/data-providers/14455/logo,REPOSITORY,,No,0.0,No error,,,
ijea.org.uk/index.php/journal/oai,14700.0,,International Journal of e-Assessment (IJEA),,,https://ijea.org.uk,,OJS,oai_dc,2019-09-30T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/14700/logo,JOURNAL,,,,,,,
rave.repository.guildhe.ac.uk/cgi/oai2,15090.0,,Ravensbourne University Repository,,,https://rave.repository.guildhe.ac.uk,,Eprints,oai_dc,2020-03-10T14:47:03+00:00,"{'countryCode': 'GB', 'latitude': 51.50167279999999, 'longitude': 0.005749600000000001}",https://api.core.ac.uk/data-providers/15090/logo,REPOSITORY,,No,0.0,No error,,,
pure.northampton.ac.uk/ws/oai,15125.0,9580.0,University of Northampton's Research Explorer,,,,,,oai_dc,2020-04-06T00:23:00+01:00,"{'countryCode': 'gb', 'latitude': 52.2384, 'longitude': 8.531}",https://api.core.ac.uk/data-providers/15125/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
centaur.reading.ac.uk/cgi/oai2,17.0,1731.0,Central Archive at the University of Reading,centaur@reading.ac.uk,,http://centaur.reading.ac.uk,,eprints,rioxx,2011-05-12T14:42:02+01:00,"{'countryCode': 'GB', 'latitude': 51.4392, 'longitude': -0.9197}",https://api.core.ac.uk/data-providers/17/logo,REPOSITORY,,No,0.0,BadVerbError,0.0,No direct software search capability,No software search item
dspace.lib.cranfield.ac.uk/oai/request,23.0,,Cranfield CERES,library@cranfield.ac.uk,,http://dspace.lib.cranfield.ac.uk,,dspace,oai_dc,2011-05-12T19:14:26+01:00,"{'countryCode': 'gb', 'latitude': 52.0739, 'longitude': -0.628753}",https://api.core.ac.uk/data-providers/23/logo,REPOSITORY,,No,0.0,No error,,,
repository.cardiffmet.ac.uk/dspace-oai/rioxx,31.0,1309.0,Cardiff Metropolitan Research Repository (DSpace),dspace@cardiffmet.ac.uk,,https://repository.cardiffmet.ac.uk,,dspace,rioxx,2011-05-13T08:42:50+01:00,"{'countryCode': 'GB', 'latitude': 51.4813, 'longitude': -3.1805}",https://api.core.ac.uk/data-providers/31/logo,REPOSITORY,,,,,,,
research.gold.ac.uk/cgi/oai2,50.0,758.0,Goldsmiths Research Online,a.gray@gold.ac.uk,,http://research.gold.ac.uk,,eprints,rioxx,2011-07-22T14:11:09+01:00,"{'countryCode': 'GB', 'latitude': 51.475, 'longitude': -0.034}",https://api.core.ac.uk/data-providers/50/logo,REPOSITORY,,Yes,0.0,BadVerbError,28.0,Contains software,Software type. OAI has set Type = Software
irep.ntu.ac.uk/cgi/oai2,53.0,1226.0,Nottingham Trent Institutional Repository (IRep),richard.cross@ntu.ac.uk,,http://irep.ntu.ac.uk,,eprints,rioxx,2011-07-22T14:11:31+01:00,"{'countryCode': 'GB', 'latitude': 52.9583, 'longitude': -1.1554}",https://api.core.ac.uk/data-providers/53/logo,REPOSITORY,,No,11.0,No error,,,
eprints.kingston.ac.uk/cgi/oai2,58.0,1221.0,Kingston University Research Repository,eprints@kingston.ac.uk,,http://eprints.kingston.ac.uk,,eprints,rioxx,2011-07-07T16:59:07+01:00,"{'countryCode': 'GB', 'latitude': 51.40631, 'longitude': -0.30782}",https://api.core.ac.uk/data-providers/58/logo,REPOSITORY,,No,0.0,No error,,,
api.figshare.com/v2/oai,63.0,,Leicester Research Archive,openaccess@le.ac.uk,,https://leicester.figshare.com/,,figshare,oai_dc,2011-06-01T10:46:29+01:00,"{'countryCode': 'gb', 'latitude': 52.6225, 'longitude': -1.1233}",https://api.core.ac.uk/data-providers/63/logo,REPOSITORY,,,,,,,
plymsea.ac.uk/cgi/oai2,68.0,514.0,Plymouth Marine Science Electronic Archive (PlyMSEA),barbue@MBA.ac.uk,,http://plymsea.ac.uk,,eprints,oai_dc,2011-05-18T17:48:23+01:00,"{'countryCode': 'GB', 'latitude': 50.36423, 'longitude': -4.13898}",https://api.core.ac.uk/data-providers/68/logo,REPOSITORY,,No,0.0,No error,,,
orca.cardiff.ac.uk/cgi/oai2,83.0,55.0,Online Research @ Cardiff,openaccess@cardiff.ac.uk,,https://orca.cardiff.ac.uk/,,eprints,rioxx,2011-05-27T18:07:53+01:00,"{'countryCode': 'GB', 'latitude': 51.486198, 'longitude': -3.178902}",https://api.core.ac.uk/data-providers/83/logo,REPOSITORY,,No,0.0,No error,,,
eresearch.qmu.ac.uk/dspace-oai/request,91.0,1228.0,Queen Margaret University eResearch,gharvie@qmu.ac.uk,,https://eresearch.qmu.ac.uk/,,dspace,oai_dc,2011-06-24T12:17:49+01:00,"{'countryCode': 'GB', 'latitude': 55.931742, 'longitude': -3.076927}",https://api.core.ac.uk/data-providers/91/logo,REPOSITORY,,No,0.0,No error,,,
shura.shu.ac.uk/cgi/oai2,102.0,942.0,Sheffield Hallam University Research Archive,shura@shu.ac.uk,,http://shura.shu.ac.uk,,eprints,rioxx,2011-05-15T13:22:57+01:00,"{'countryCode': 'GB', 'latitude': 53.38008, 'longitude': -1.46535}",https://api.core.ac.uk/data-providers/102/logo,REPOSITORY,,No,0.0,No error,,,
eprints.worc.ac.uk/cgi/oai2,133.0,1177.0,University of Worcester Research and Publications,r.fairman@worc.ac.uk,,http://eprints.worc.ac.uk,,eprints,rioxx,2011-07-05T11:46:41+01:00,"{'countryCode': 'GB', 'latitude': 52.19739, 'longitude': -2.24308}",https://api.core.ac.uk/data-providers/133/logo,REPOSITORY,,No,0.0,No error,,,
wlv.openrepository.com/wlv-oai/request,141.0,589.0,Wolverhampton Intellectual Repository and E-theses,wire@wlv.ac.uk,,http://wlv.openrepository.com,,dspace,oai_dc,2011-05-27T18:45:03+01:00,"{'countryCode': 'GB', 'latitude': 52.5837, 'longitude': -2.1174}",https://api.core.ac.uk/data-providers/141/logo,REPOSITORY,,No,0.0,No error,,,
www.edshare.soton.ac.uk/cgi/oai2,167.0,1636.0,EdShare,,,http://www.edshare.soton.ac.uk,,eprints,oai_dc,2012-06-08T17:03:41+01:00,"{'countryCode': 'GB', 'latitude': 50.9342, 'longitude': -1.3957}",https://api.core.ac.uk/data-providers/167/logo,REPOSITORY,,No sets,0.0,BadVerbError,0.0,No direct software search capability,"No software search item. Does include software license search, which gives 7 results- none research software."
pure.manchester.ac.uk/ws/oai,234.0,3818.0,The University of Manchester - Institutional Repository,p.butler@manchester.ac.uk,,https://pure.manchester.ac.uk,,PURE,oai_dc,2012-08-20T16:06:54+01:00,"{'countryCode': 'GB', 'latitude': 53.46794, 'longitude': -2.23322}",https://api.core.ac.uk/data-providers/234/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
eprint.ncl.ac.uk/oai/,252.0,225.0,Newcastle University E-Prints,openaccess@ncl.ac.uk,,https://eprint.ncl.ac.uk/,,eprints,oai_dc,2012-10-09T18:05:04+01:00,"{'countryCode': 'GB', 'latitude': 54.9792, 'longitude': -1.6147}",https://api.core.ac.uk/data-providers/252/logo,REPOSITORY,,No sets,0.0,BadVerbError,0.0,No direct software search capability,No software search item
pure.qub.ac.uk/ws/oai,289.0,,Queen's University Research Portal,openaccess@qub.ac.uk,,http://pure.qub.ac.uk,,,oai_dc,2013-05-09T16:15:53+01:00,"{'countryCode': 'gb', 'latitude': 54, 'longitude': 5}",https://api.core.ac.uk/data-providers/289/logo,REPOSITORY,,No sets,0.0,BadVerbError,39.0,Contains software,Software type
ore.exeter.ac.uk/oai/request,504.0,956.0,Open Research Exeter,openaccess@exeter.ac.uk,,https://ore.exeter.ac.uk,,,oai_dc,2013-08-06T15:50:15+01:00,"{'countryCode': 'GB', 'latitude': 50.736, 'longitude': -3.5357}",https://api.core.ac.uk/data-providers/504/logo,REPOSITORY,,No,0.0,No error,,,
www.ros.hw.ac.uk/dspace-oai/request,632.0,,ROS: The Research Output Service. Heriot-Watt University Edinburgh ,ros@hw.ac.uk,,http://www.ros.hw.ac.uk,,,oai_dc,2014-07-04T14:34:10+01:00,"{'countryCode': 'GB', 'latitude': 55.953252, 'longitude': -3.188266}",https://api.core.ac.uk/data-providers/632/logo,REPOSITORY,,No,0.0,No error,,,
eprints.glos.ac.uk/cgi/oai2,680.0,3160.0,University of Gloucestershire Research Repository ,eprints@glos.ac.uk,,http://eprints.glos.ac.uk,,,rioxx,2015-06-30T12:40:25+01:00,"{'countryCode': 'GB', 'latitude': 51.886822, 'longitude': -2.089033}",https://api.core.ac.uk/data-providers/680/logo,REPOSITORY,,Yes,0.0,BadVerbError,4.0,Contains software,Software type
researchspace.bathspa.ac.uk/cgi/oai2,686.0,2694.0,ResearchSPace - Bath Spa University,researchspace@bathspa.ac.uk,,http://researchspace.bathspa.ac.uk,,Eprints,rioxx,2015-08-18T11:27:56+01:00,"{'countryCode': 'GB', 'latitude': 51.375899, 'longitude': -2.43866}",https://api.core.ac.uk/data-providers/686/logo,REPOSITORY,,No,0.0,No error,,,
researchonline.rcm.ac.uk/cgi/oai2,716.0,,Royal College of Music Research Online ,emma.hewett@rcm.ac.uk,,http://researchonline.rcm.ac.uk,,,rioxx,2016-04-22T11:03:10+01:00,"{'countryCode': 'GB', 'latitude': 51.50735, 'longitude': -0.127758}",https://api.core.ac.uk/data-providers/716/logo,REPOSITORY,,No,0.0,BadVerbError,0.0,No direct software search capability,No software search item
